City,Faisalabad,Islamabad,Karachi,Lahore,Multan
Faisalabad,1.0,0.8171665599485605,0.930015347238904,0.9995875647098347,0.9777133098454946
Islamabad,0.8171665599485605,1.0,0.9994218996058697,0.9891683306614903,0.6657114551088009
Karachi,0.930015347238904,0.9994218996058697,1.0,0.9725696368673348,0.9979812746274531
Lahore,0.9995875647098347,0.9891683306614903,0.9725696368673348,1.0,0.6794238209510107
Multan,0.9777133098454946,0.6657114551088009,0.9979812746274531,0.6794238209510107,1.0
